site_code,site_name,site_type,site_type_name,start_date,end_date,rkm,rkm_total,site_description,geometry,sthd_DPS,sthd_MPG,sthd_POP_NAME,sthd_TRT_POPID,sthd_GSI_Group
INDI2C,"Indian Creek, tributary to Tillicum Creek",MRR,NA,NA,NA,778.017.003.004,802,River,"c(-120.478319, 47.74867)",NA,NA,NA,NA,NA
INDINC,Indian Creek - Tributary to North Fork Teanaway River,MRR,NA,NA,NA,539.284.017.007,847,River,"c(-120.811951, 47.321329)",NA,NA,NA,NA,NA
INKANC,Inkaneep Creek - tributary to Okanagan River (Canada),MRR,NA,NA,NA,858.139,997,River,"c(-119.424608, 49.122381)",NA,NA,NA,NA,NA
IRON2C,Iron Creek - tributary to Sanpoil River,MRR,NA,NA,NA,981.026,1007,River,"c(-118.647648, 48.132556)",NA,NA,NA,NA,NA
IS18,"Island 18, Columbia River",MRR,NA,NA,NA,549,549,AvianColony,"c(-119.263004, 46.360078)",NA,NA,NA,NA,NA
ISQUUC,"Isqúulktpe Creek, Umatilla River",MRR,NA,NA,NA,465.124,589,River,"c(-118.420326, 45.619928)",NA,NA,NA,NA,NA
JACK2C,"Jack Creek, tributary of Icicle Creek, Wenatchee River Watershed",MRR,NA,NA,NA,754.041.027,822,River,"c(-120.94909, 47.549041)",NA,NA,NA,NA,NA
JACKC,Jack Creek - Tributary to North Fork Teanaway River,MRR,NA,NA,NA,539.284.017.010,850,River,"c(-120.798638, 47.346503)",NA,NA,NA,NA,NA
JACKCP,Jack Creek Acclimation Pond,MRR,NA,NA,NA,539.284.017.009,849,AcclimationPond,"c(-120.854193, 47.324642)",NA,NA,NA,NA,NA
JDARMF,Middle Fork John Day River,MRR,NA,NA,NA,351.298.052,701,River,"c(-118.894976, 44.780219)",NA,NA,NA,NA,NA
JDARNF,North Fork John Day River,MRR,NA,NA,NA,351.298,649,River,"c(-119.003438, 45.010956)",NA,NA,NA,NA,NA
JDARSF,South Fork John Day River,MRR,NA,NA,NA,351.341,692,River,"c(-119.512655, 44.158842)",NA,NA,NA,NA,NA
JNSCAS,"Jones Creek Acc. Site, WF Hood River",MRR,NA,NA,NA,273.020.041,334,AcclimationPond,"c(-121.7818, 45.4623)",NA,NA,NA,NA,NA
JOHN2C,Johnson Creek - tributary to Okanogan River,MRR,NA,NA,NA,858.066,924,River,"c(-119.573173, 48.465412)",NA,NA,NA,NA,NA
JSFBC,"Black Canyon Creek, South Fork John Day River",MRR,NA,NA,NA,351.341.023,715,River,"c(-119.651685, 44.34532)",NA,NA,NA,NA,NA
JSFDC,"Deer Creek, South Fork John Day River",MRR,NA,NA,NA,351.341.028,720,River,"c(-119.424049, 44.202808)",NA,NA,NA,NA,NA
JSFMC,"Murderers Creek, South Fork John Day River",MRR,NA,NA,NA,351.341.027,719,River,"c(-119.342267, 44.277445)",NA,NA,NA,NA,NA
JSFWC,"Wind Creek, South Fork John Day River",MRR,NA,NA,NA,351.341.033,725,River,"c(-119.613544, 44.24794)",NA,NA,NA,NA,NA
JUNGLC,Jungle Creek - Tributary to North Fork Teanaway River,MRR,NA,NA,NA,539.284.017.011,851,River,"c(-120.890746, 47.346181)",NA,NA,NA,NA,NA
KACHR,"Kachess River, Upper Yakima Basin",MRR,NA,NA,NA,539.330,869,River,"c(-121.245774, 47.346379)",NA,NA,NA,NA,NA
KAD,Kachess Dam,MRR,NA,NA,NA,539.330.003,872,Dam,"c(-121.207456, 47.264643)",NA,NA,NA,NA,NA
KADFBY,KAD - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,539.330.003,872,IntraDamReleaseSite,"c(-121.207456, 47.264643)",NA,NA,NA,NA,NA
KADTAL,KAD - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,539.330.003,872,IntraDamReleaseSite,"c(-121.207456, 47.264643)",NA,NA,NA,NA,NA
KED,Keechelus Dam,MRR,NA,NA,NA,539.347,886,Dam,"c(-121.339428, 47.322387)",NA,NA,NA,NA,NA
KEDFBY,KED - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,539.347,886,IntraDamReleaseSite,"c(-121.339428, 47.322387)",NA,NA,NA,NA,NA
KEDTAL,KED - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,539.347,886,IntraDamReleaseSite,"c(-121.339428, 47.322387)",NA,NA,NA,NA,NA
KETFAL,Kettle Falls,MRR,NA,NA,NA,1127,1127,Other,"c(-118.118644, 48.632561)",NA,NA,NA,NA,NA
KETTLR,Kettle River - Upper Columbia Basin,MRR,NA,NA,NA,1131,1131,River,"c(-118.979374, 49.101163)",NA,NA,NA,NA,NA
KLIH,Klickitat Hatchery,MRR,NA,NA,NA,290.069,359,Hatchery,"c(-121.18307, 46.040586)",NA,NA,NA,NA,NA
LAKE2C,"Lake Creek, Metolius River watershed",MRR,NA,NA,NA,328.177.061.007,573,River,"c(-121.725141, 44.428613)",NA,NA,NA,NA,NA
LAKE3C,"Lake Creek, tributary to Entiat River",MRR,NA,NA,NA,778.049,827,River,"c(-120.467598, 47.977366)",NA,NA,NA,NA,NA
LAKEBR,Lake Branch (tributary to West Fork Hood River),MRR,NA,NA,NA,273.020.009,302,River,"c(-121.796004, 45.531208)",NA,NA,NA,NA,NA
LAURLK,Laurance Lake Reservoir,MRR,NA,NA,NA,273.023.015.002,313,Other,"c(-121.664837, 45.45998)",NA,NA,NA,NA,NA
LBLDRC,"Little Boulder Creek, tributary to Kettle River",MRR,NA,NA,NA,1131.039,1170,River,"c(-118.244701, 48.908979)",NA,NA,NA,NA,NA
LBRIC,"Little Bridge Creek,tributary to Twisp River",MRR,NA,NA,NA,843.066.014,923,River,"c(-120.356446, 48.428449)",NA,NA,NA,NA,NA
LEAV,Leavenworth National Fish Hatchery,MRR,NA,NA,NA,754.041.005,800,Hatchery,"c(-120.674835, 47.558898)",NA,NA,NA,NA,NA
LEMONC,"Lemon Creek, Middle Fork John Day River Basin",MRR,NA,NA,NA,351.298.052.090.006,797,River,"c(-118.617163, 44.689956)",NA,NA,NA,NA,NA
LFAF,Little Falls Acclimation Facility,MRR,NA,NA,NA,1020.051,1071,AcclimationPond,"c(-117.920386, 47.828884)",NA,NA,NA,NA,NA
LIBBYC,"Libby Creek, Methow River",MRR,NA,NA,NA,843.042,885,River,"c(-120.170756, 48.255811)",NA,NA,NA,NA,NA
LICK3C,"Lick Creek, Middle Fork John Day River Basin",MRR,NA,NA,NA,351.298.052.076.004,781,River,"c(-118.770295, 44.632184)",NA,NA,NA,NA,NA
LINEC,"Line Creek, Umatilla River",MRR,NA,NA,NA,465.127.008,600,River,"c(-118.332388, 45.635543)",NA,NA,NA,NA,NA
LITTLC,"Little Creek, Tributary to Yakima River",MRR,NA,NA,NA,539.313,852,River,"c(-121.127838, 47.180992)",NA,NA,NA,NA,NA
LKLICR,Little Klickitat River,MRR,NA,NA,NA,290.033,323,River,"c(-120.871973, 45.81106)",NA,NA,NA,NA,NA
LOGCC,"Logging Camp Creek, Klickitat River",MRR,NA,NA,NA,290.015,305,River,"c(-121.254241, 45.787257)",NA,NA,NA,NA,NA
LOGYC,"Logy Creek, tributary to Satus Creek",MRR,NA,NA,NA,539.112.041,692,River,"c(-120.598065, 46.166442)",NA,NA,NA,NA,NA
LONERC,"Lone Rock Creek, Lower Mainstem John Day River",MRR,NA,NA,NA,351.034.076,461,River,"c(-119.931341, 45.145508)",NA,NA,NA,NA,NA
LOONYC,Loony Creek - tributary to Lost Creek,MRR,NA,NA,NA,981.076.022.015,1094,River,"c(-118.988761, 48.44771)",NA,NA,NA,NA,NA
LOSTC,Lost Creek - tributary to West Fork Sanpoil River,MRR,NA,NA,NA,981.076.022,1079,River,"c(-119.072508, 48.449075)",NA,NA,NA,NA,NA
LOSTR,"Lost River, Methow River Basin",MRR,NA,NA,NA,843.122,965,River,"c(-120.39683, 48.782236)",NA,NA,NA,NA,NA
LOUIEC,Louie Creek - tributary to Sanpoil River,MRR,NA,NA,NA,981.034,1015,River,"c(-118.65177, 48.190104)",NA,NA,NA,NA,NA
LOUPLC,"Loup Loup Creek, Okanogan River Basin",MRR,NA,NA,NA,858.028,886,River,"c(-119.763312, 48.375647)",NA,NA,NA,NA,NA
LRSNKC,Little Rattlesnake Creek - Tributary to Rattlesnake Creek,MRR,NA,NA,NA,539.187.045.002,773,River,"c(-121.037889, 46.758038)",NA,NA,NA,NA,NA
LTNACR,Little Naches River- Naches Subbasin,MRR,NA,NA,NA,539.187.072,798,River,"c(-121.185319, 47.044388)",NA,NA,NA,NA,NA
LTNANF,North Fork Little Naches River - Tributary to Little Naches River,MRR,NA,NA,NA,539.187.072.021,819,River,"c(-121.339402, 47.11637)",NA,NA,NA,NA,NA
LWD,"Lowden Diversion Dam II, Walla Walla River",MRR,NA,NA,NA,509.051,560,Dam,"c(-118.52583, 46.043254)",NA,NA,NA,NA,NA
LWDTAL,LWD - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,509.051,560,IntraDamReleaseSite,"c(-118.52583, 46.043254)",NA,NA,NA,NA,NA
LWENAT,Little Wenatchee River,MRR,NA,NA,NA,754.090.008,852,River,"c(-120.998064, 47.868174)",NA,NA,NA,NA,NA
LWSH,Little White Salmon National Fish Hatchery,MRR,NA,NA,NA,261.002,263,Hatchery,"c(-121.639754, 45.722739)",NA,NA,NA,NA,NA
LYLFAT,"Lyle Falls Adult Fish Trap, Klickitat River",MRR,NA,NA,NA,290.004,294,TraporWeir,"c(-121.259717, 45.71656)",NA,NA,NA,NA,NA
MADRVR,Mad River (Entiat River watershed),MRR,NA,NA,NA,778.017,795,River,"c(-120.516178, 47.820929)",NA,NA,NA,NA,NA
MANASC,Manastash Creek - tributary to Yakima River,MRR,NA,NA,NA,539.253,792,River,"c(-120.651573, 46.974912)",NA,NA,NA,NA,NA
MARION,Marion Drain,MRR,NA,NA,NA,539.136,675,River,"c(-120.401259, 46.324572)",NA,NA,NA,NA,NA
MCD,Mill Creek Diversion Dam (aka Bennington Dam),MRR,NA,NA,NA,509.054.019,582,Dam,"c(-118.254402, 46.079843)",NA,NA,NA,NA,NA
MCI,McIntyre Dam,MRR,NA,NA,NA,858.166,1024,Dam,"c(-119.528401, 49.256873)",NA,NA,NA,NA,NA
MCITAL,MCI - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,858.166,1024,IntraDamReleaseSite,"c(-119.528401, 49.256873)",NA,NA,NA,NA,NA
MCKA2C,"McKay Creek, Crooked River",MRR,NA,NA,NA,328.177.072,577,River,"c(-120.790601, 44.428618)",NA,NA,NA,NA,NA
MCKA2P,"Acclimation Pond on McKay Creek , tributary to Crooked River in the Deschutes River Basin",MRR,NA,NA,NA,328.177.072.000,577,AcclimationPond,"c(-120.897089, 44.327551)",NA,NA,NA,NA,NA
MCKAYC,"McKay Creek, Umatilla River",MRR,NA,NA,NA,465.082,547,River,"c(-118.672137, 45.502588)",NA,NA,NA,NA,NA
MDVAP,"Mid-Valley Acclimation Pond, Methow River Watershed",MRR,NA,NA,NA,843.088,931,AcclimationPond,"c(-120.25614, 48.504212)",NA,NA,NA,NA,NA
MEACHC,"Meacham Creek, Umatilla River",MRR,NA,NA,NA,465.127,592,River,"c(-118.274421, 45.483181)",NA,NA,NA,NA,NA
MEACHE,East Fork Meacham Creek,MRR,NA,NA,NA,465.127.031,623,River,"c(-118.227999, 45.474633)",NA,NA,NA,NA,NA
MEACHN,North Fork Meacham Creek,MRR,NA,NA,NA,465.127.024,616,River,"c(-118.194337, 45.561969)",NA,NA,NA,NA,NA
METH,Methow Hatchery,MRR,NA,NA,NA,843.085,928,Hatchery,"c(-120.204967, 48.476747)",NA,NA,NA,NA,NA
METHR,Methow River,MRR,NA,NA,NA,843,843,River,"c(-120.109236, 48.353595)",NA,NA,NA,NA,NA
METOLR,Metolius River,MRR,NA,NA,NA,328.177,505,River,"c(-121.57916, 44.667067)",NA,NA,NA,NA,NA
METRWT,Upper Methow River Rotary Screw Trap,MRR,NA,NA,NA,843.081,924,TraporWeir,"c(-120.190456, 48.474824)",NA,NA,NA,NA,NA
METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,MRR,NA,NA,NA,843.030,873,TraporWeir,"c(-120.056584, 48.151085)",NA,NA,NA,NA,NA
MFLBC,Middle Fork Little Boulder Creek,MRR,NA,NA,NA,1031.039.008,1078,River,"c(-118.332056, 48.91612)",NA,NA,NA,NA,NA
MILLC,"Mill Creek, Walla Walla River",MRR,NA,NA,NA,509.054,563,River,"c(-118.159971, 46.066783)",NA,NA,NA,NA,NA
MINP,Minthorn Acclimation Pond,MRR,NA,NA,NA,465.109,574,AcclimationPond,"c(-118.620154, 45.669251)",NA,NA,NA,NA,NA
MIS2EF,"East Fork Mission Creek, Wenatchee Basin",MRR,NA,NA,NA,754.017.017,788,River,"c(-120.452344, 47.357548)",NA,NA,NA,NA,NA
MISS2C,"Mission Creek, Wenatchee River",MRR,NA,NA,NA,754.017,771,River,"c(-120.509648, 47.409938)",NA,NA,NA,NA,NA
MISSNC,"Mission Creek, Umatilla River",MRR,NA,NA,NA,465.098,563,River,"c(-118.616137, 45.626217)",NA,NA,NA,NA,NA
MLAK2C,"Middle Fork Lake Creek, Metolius River watershed",MRR,NA,NA,NA,328.177.061.003,569,River,"c(-121.68122, 44.440252)",NA,NA,NA,NA,NA
MOONSC,"Moonshine Creek, Umatilla River",MRR,NA,NA,NA,465.108,573,River,"c(-118.554572, 45.635425)",NA,NA,NA,NA,NA
MOSESC,Moses Creek - tributary to South Fork Haden Creek,MRR,NA,NA,NA,981.076.022.019.003.000,1101,River,"c(-119.106325, 48.404035)",NA,NA,NA,NA,NA
MRSH,Melvin R. Sampson Hatchery,MRR,NA,NA,NA,539.260,799,Hatchery,"c(-120.627649, 47.041938)",NA,NA,NA,NA,NA
MSKF,Methow Steelhead Kelt Facility,MRR,NA,NA,NA,843.081,924,Other,"c(-120.190372, 48.473126)",NA,NA,NA,NA,NA
MSLA2C,"Middle Fk South Fk Lake Creek, Metolius River watershed",MRR,NA,NA,NA,328.177.061,566,River,"c(-121.665809, 44.438077)",NA,NA,NA,NA,NA
MURDSF,"South Fork Murderers Creek, South Fork John Day River Basin",MRR,NA,NA,NA,351.341.027.012,731,River,"c(-119.35611, 44.259827)",NA,NA,NA,NA,NA
MVFLAP,"Moving Falls Acc. Ponds, WF Hood River",MRR,NA,NA,NA,273.020.004,297,AcclimationPond,"c(-121.657419, 45.572948)",NA,NA,NA,NA,NA
MXWLCN,Maxwell Diversion Canal - headgate to diversion screen (km 000-002),MRR,NA,NA,NA,465.024,489,River,"c(-119.341995, 45.799623)",NA,NA,NA,NA,NA
NAF,Nason Acclimation Facility,MRR,NA,NA,NA,754.089.014,857,AcclimationPond,"c(-120.800302, 47.76742)",NA,NA,NA,NA,NA
NAPEEC,"Napeequa River, tributary to White River",MRR,NA,NA,NA,754.090.028,872,River,"c(-120.899577, 48.019253)",NA,NA,NA,NA,NA
NASONC,Nason Creek (tributary to Wenatchee River),MRR,NA,NA,NA,754.089,843,River,"c(-120.877637, 47.781943)",NA,NA,NA,NA,NA
NATCHR,Natches River,MRR,NA,NA,NA,539.187,726,River,"c(-120.855647, 46.77322)",NA,NA,NA,NA,NA
NBG,"Nursery Bridge Diversion Dam, Walla Walla River",MRR,NA,NA,NA,509.072,581,Dam,"c(-118.382622, 45.937596)",NA,NA,NA,NA,NA
NBGFBY,NBG - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,509.072,581,IntraDamReleaseSite,"c(-118.382622, 45.937596)",NA,NA,NA,NA,NA
NBGTAL,NBG - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,509.072,581,IntraDamReleaseSite,"c(-118.382622, 45.937596)",NA,NA,NA,NA,NA
NEALC,"Neal Creek, tributary to Hood River (OR)",MRR,NA,NA,NA,273.007,280,River,"c(-121.499429, 45.59497)",NA,NA,NA,NA,NA
NESPR,"Nespelem River, tributary to Columbia River",MRR,NA,NA,NA,928,928,River,"c(-118.982548, 48.243304)",NA,NA,NA,NA,NA
NFCHEW,North Fork Chewelah Creek,MRR,NA,NA,NA,1121.073.003.000,1197,River,"c(-117.664615, 48.376785)",NA,NA,NA,NA,NA
NFLBC,North Fork Little Boulder Creek,MRR,NA,NA,NA,1031.039.006,1076,River,"c(-118.3124, 48.939881)",NA,NA,NA,NA,NA
NFTEAN,North Fork Teanaway River,MRR,NA,NA,NA,539.284.017,840,River,"c(-120.858683, 47.362064)",NA,NA,NA,NA,NA
NFTRAP,North Fork Tieton River Trap,MRR,NA,NA,NA,539.187.028.037.023,814,TraporWeir,"c(-121.358088, 46.572494)",NA,NA,NA,NA,NA
NILEC,"Nile Creek, tributary to Naches River",MRR,NA,NA,NA,539.187.047,773,River,"c(-121.06521, 46.866786)",NA,NA,NA,NA,NA
NNANAC,North Nanamkin Creek - tributary to Sanpoil River,MRR,NA,NA,NA,981.055,1036,River,"c(-118.794017, 48.339672)",NA,NA,NA,NA,NA
NRPTBL,Northport Boat Launch,MRR,NA,NA,NA,1179,1179,Other,"c(-117.771978, 48.921955)",NA,NA,NA,NA,NA
OAKC,"Oak Creek, Tributary to Tieton River",MRR,NA,NA,NA,539.187.028.003,757,River,"c(-120.937223, 46.729441)",NA,NA,NA,NA,NA
OBRIEC,"O Brien Creek, tributary to Sanpoil River",MRR,NA,NA,NA,981.107,1088,River,"c(-118.672309, 48.62322)",NA,NA,NA,NA,NA
OCHOCC,"Ochoco Creek, Crooked River",MRR,NA,NA,NA,328.177.072,577,River,"c(-120.597291, 44.323004)",NA,NA,NA,NA,NA
OKANR,Okanogan River,MRR,NA,NA,NA,858,858,River,"c(-119.407613, 48.764855)",NA,NA,NA,NA,NA
OKPENU,Okanagan Lake upstream of Penticton Dam,MRR,NA,NA,NA,858.197,1055,Other,"c(-119.612686, 49.504547)",NA,NA,NA,NA,NA
OKRCRY,Cormorant Rookery on Cassimer Bar,MRR,NA,NA,NA,858.001,859,AvianColony,"c(-119.71632, 48.098795)",NA,NA,NA,NA,NA
OMAKC,Omak Creek (tributary to Okanogan River),MRR,NA,NA,NA,858.052,910,River,"c(-119.288554, 48.353831)",NA,NA,NA,NA,NA
OMAKP,Omak Acclimation Pond,MRR,NA,NA,NA,858.052,910,AcclimationPond,"c(-119.498926, 48.40563)",NA,NA,NA,NA,NA
ONAF,Okanagan Nation Alliance kɬ cp’әlk’ stim’ Hatchery,MRR,NA,NA,NA,858.195.001,1054,Hatchery,"c(-119.60687, 49.478939)",NA,NA,NA,NA,NA
ONIONC,Onion Creek - Upper Columbia Basin,MRR,NA,NA,NA,1171,1171,River,"c(-117.812043, 48.798608)",NA,NA,NA,NA,NA
OSOYBR,Osoyoos Lake Narrows Hwy 3 Bridge,MRR,NA,NA,NA,858.135,993,TraporWeir,"c(-119.45972, 49.028349)",NA,NA,NA,NA,NA
OSOYHA,Osoyoos Lake at Haynes Point Campground,MRR,NA,NA,NA,858.134,992,Other,"c(-119.457224, 49.015098)",NA,NA,NA,NA,NA
OSOYOL,Osoyoos Lake,MRR,NA,NA,NA,858.130,988,Other,"c(-119.458285, 49.018503)",NA,NA,NA,NA,NA
PANT2C,"Panther Creek (trib. to Wind River, Wash.)",MRR,NA,NA,NA,251.007,258,River,"c(-121.859988, 45.842708)",NA,NA,NA,NA,NA
PARK,Parkdale Hatchery,MRR,NA,NA,NA,273.023.005.000,301,Hatchery,"c(-121.6209, 45.5238)",NA,NA,NA,NA,NA
PATITC,Patit Creek - tributary to Touchet River,MRR,NA,NA,NA,509.035.101,645,River,"c(-117.925397, 46.344021)",NA,NA,NA,NA,NA
PEARSC,"Pearson Creek, Umatilla River",MRR,NA,NA,NA,465.077.026.018,586,River,"c(-118.730528, 45.324062)",NA,NA,NA,NA,NA
PELTON,Pelton Ladder (Deschutes River) Acclimation Pond,MRR,NA,NA,NA,328.161,489,AcclimationPond,"c(-121.2301, 44.695077)",NA,NA,NA,NA,NA
PENP,Pendleton Acclimation Pond,MRR,NA,NA,NA,465.090,555,AcclimationPond,"c(-118.74382, 45.67076)",NA,NA,NA,NA,NA
PER,Pelton Reregulating Dam,MRR,NA,NA,NA,328.161,489,Dam,"c(-121.247569, 44.724097)",NA,NA,NA,NA,NA
PERAFT,PER - Adult Fish Trap,MRR,NA,NA,NA,328.161,489,IntraDamReleaseSite,"c(-121.247052, 44.72582)",NA,NA,NA,NA,NA
PERTAL,PER - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,328.161,489,IntraDamReleaseSite,"c(-121.247569, 44.724097)",NA,NA,NA,NA,NA
PESHAR,Peshastin River,MRR,NA,NA,NA,754.029,783,River,"c(-120.65882, 47.456842)",NA,NA,NA,NA,NA
PINEC,"Pine Creek, Walla Walla River",MRR,NA,NA,NA,509.038,547,River,"c(-118.477525, 45.874361)",NA,NA,NA,NA,NA
POTATC,"Potato Creek, tributary to Entiat River",MRR,NA,NA,NA,778.025,803,River,"c(-120.3406, 47.814628)",NA,NA,NA,NA,NA
PRD,Priest Rapids Dam,MRR,NA,NA,NA,639,639,Dam,"c(-119.910442, 46.644339)",NA,NA,NA,NA,NA
PRDFBY,PRD - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,639,639,IntraDamReleaseSite,"c(-119.910442, 46.644339)",NA,NA,NA,NA,NA
PRDGWL,PRD - Release into Gatewell(s),MRR,NA,NA,NA,639,639,IntraDamReleaseSite,"c(-119.910442, 46.644339)",NA,NA,NA,NA,NA
PRDH,Priest Rapids Hatchery,MRR,NA,NA,NA,639,639,Hatchery,"c(-119.896702, 46.64863)",NA,NA,NA,NA,NA
PRDLD1,PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder,MRR,NA,NA,NA,639,639,IntraDamReleaseSite,"c(-119.910442, 46.644339)",NA,NA,NA,NA,NA
PRDMRT,PRD - Mortality Recovery,MRR,NA,NA,NA,639,639,IntraDamReleaseSite,"c(-119.910442, 46.644339)",NA,NA,NA,NA,NA
PRDTAL,PRD - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,639,639,IntraDamReleaseSite,"c(-119.910442, 46.644339)",NA,NA,NA,NA,NA
PRO,"Prosser Diversion Dam, Yakima River",MRR,NA,NA,NA,539.076,615,Dam,"c(-119.772663, 46.212539)",NA,NA,NA,NA,NA
PROFBY,PRO - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,539.076,615,IntraDamReleaseSite,"c(-119.772663, 46.212539)",NA,NA,NA,NA,NA
PROH,Prosser Hatchery,MRR,NA,NA,NA,539.075,614,Hatchery,"c(-119.760178, 46.214828)",NA,NA,NA,NA,NA
PROSRD,Prosser Dam (Archaic - replaced with PRO),MRR,NA,NA,NA,539.076,615,Archaic,"c(-119.7726628, 46.21253935)",NA,NA,NA,NA,NA
PROSRR,PRO - Release into the Separator Return Flume/Pipe with Direct Return to the River,MRR,NA,NA,NA,539.076,615,IntraDamReleaseSite,"c(-119.772663, 46.212539)",NA,NA,NA,NA,NA
PROTAL,PRO - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,539.076,615,IntraDamReleaseSite,"c(-119.772663, 46.212539)",NA,NA,NA,NA,NA
PWD,"Powerdale Dam, Hood River",MRR,NA,NA,NA,273.007,280,Dam,"c(-121.523597, 45.665)",NA,NA,NA,NA,NA
PWDFBY,PWD - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,273.007,280,IntraDamReleaseSite,"c(-121.523597, 45.665)",NA,NA,NA,NA,NA
QRTZC,Quartz Creek - Tributary to Little Naches River,MRR,NA,NA,NA,539.187.072.005,803,River,"c(-121.100999, 47.047038)",NA,NA,NA,NA,NA
RATTLC,Rattlesnake Creek,MRR,NA,NA,NA,271.012,283,River,"c(-121.356358, 45.86859)",NA,NA,NA,NA,NA
RCK5RF,Righthand Fork Rock Creek - Tributary to Rock Creek,MRR,NA,NA,NA,539.187.054.002,782,River,"c(-120.935444, 46.923396)",NA,NA,NA,NA,NA
REECEC,"Reecer Creek, Tributary to Yakima River",MRR,NA,NA,NA,539.248,787,River,"c(-120.586835, 47.095447)",NA,NA,NA,NA,NA
REYNOC,"Reynolds Creek, tributary to John Day River",MRR,NA,NA,NA,351.430,781,River,"c(-118.510894, 44.421378)",NA,NA,NA,NA,NA
RGRSPC,"Roger's Spring Creek, Middle Fork Hood River",MRR,NA,NA,NA,273.023.005,301,River,"c(-121.6209, 45.524123)",NA,NA,NA,NA,NA
RI2BYP,RIS - Release into the PH2 Juvenile Facility Bypass Flume/Pipe,MRR,NA,NA,NA,730,730,IntraDamReleaseSite,"c(-120.0933, 47.343278)",NA,NA,NA,NA,NA
RICHIS,"Richland Island, Columbia River",MRR,NA,NA,NA,545,545,AvianColony,"c(-119.253754, 46.313711)",NA,NA,NA,NA,NA
RINH,Ringold Hatchery,MRR,NA,NA,NA,567,567,Hatchery,"c(-119.258887, 46.513253)",NA,NA,NA,NA,NA
RIS,Rock Island Dam,MRR,NA,NA,NA,730,730,Dam,"c(-120.0933, 47.343278)",NA,NA,NA,NA,NA
RISFWC,Rock Island Forebay Waterbird Colony,MRR,NA,NA,NA,730,730,AvianColony,"c(-120.099126, 47.34357)",NA,NA,NA,NA,NA
RISMRT,RIS - Mortality Recovery,MRR,NA,NA,NA,730,730,IntraDamReleaseSite,"c(-120.0933, 47.343278)",NA,NA,NA,NA,NA
RISTAL,RIS - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,730,730,IntraDamReleaseSite,"c(-120.0933, 47.343278)",NA,NA,NA,NA,NA
RIVERP,Riverside Acclimation Pond,MRR,NA,NA,NA,858.064,922,AcclimationPond,"c(-119.489821, 48.495093)",NA,NA,NA,NA,NA
ROARC,"Roaring Creek, Entiat River Basin",MRR,NA,NA,NA,778.010,788,River,"c(-120.406128, 47.6749)",NA,NA,NA,NA,NA
ROCK3C,"Rock Creek, tributary to Chiwawa River",MRR,NA,NA,NA,754.077.035,866,River,"c(-120.764284, 48.032966)",NA,NA,NA,NA,NA
ROCK4C,"Rock Creek, tributary to John Day River",MRR,NA,NA,NA,351.034,385,River,"c(-120.035992, 45.279538)",NA,NA,NA,NA,NA
ROCK5C,"Rock Creek, Tributary to Naches River",MRR,NA,NA,NA,539.187.054,780,River,"c(-120.977692, 46.881793)",NA,NA,NA,NA,NA
ROLFIP,"Rolfing Acclimation Pond, Wenatchee River Basin",MRR,NA,NA,NA,754.089.021,864,AcclimationPond,"c(-120.878984, 47.78504)",NA,NA,NA,NA,NA
ROSAD,Roza Dam (Archaic - replaced with ROZ),MRR,NA,NA,NA,539.206,745,Archaic,"c(-120.4657655, 46.74906376)",NA,NA,NA,NA,NA
ROU,Round Butte Dam,MRR,NA,NA,NA,328.177,505,Dam,"c(-121.277395, 44.603392)",NA,NA,NA,NA,NA
ROUFTF,ROU - Release into the Fish Transfer Facility,MRR,NA,NA,NA,328.177,505,IntraDamReleaseSite,"c(-121.277395, 44.603392)",NA,NA,NA,NA,NA
ROUTAL,ROU - Release into the Tailrace within 0.5 km downstream of Dam,MRR,NA,NA,NA,328.177,505,IntraDamReleaseSite,"c(-121.277395, 44.603392)",NA,NA,NA,NA,NA
ROZ,Roza Dam,MRR,NA,NA,NA,539.206,745,Dam,"c(-120.465766, 46.749064)",NA,NA,NA,NA,NA
ROZBYP,ROZ - Release into the Facility Bypass Flume/Pipe,MRR,NA,NA,NA,539.206,745,IntraDamReleaseSite,"c(-120.465766, 46.749064)",NA,NA,NA,NA,NA
ROZFBY,ROZ - Release into the Forebay within 0.5 km upstream of Dam,MRR,NA,NA,NA,539.206,745,IntraDamReleaseSite,"c(-120.465766, 46.749064)",NA,NA,NA,NA,NA
